主题,赞成数,反对数,留言数,持续时长
请求把A市恒达时代花园小区消防通道纳入提质改造,0,0,10,1
A3区兰亭湾畔小区违规开餐厅,0,0,10,1
咨询A7县长安村农村组织成员资格界定相关问题,0,0,10,1
A市高新区麓谷新长海中心施工扰民至今,0,0,10,1
A2区兴汝金城二期园艺路何时能完工,0,0,10,1
举报A市时代倾城小区商业门面违法销售商品等问题,0,0,10,1
A7县城西小区橘红酒店ktv扰民依旧,0,0,10,1
A市万科魅力之城未交房业主孩子不能上小区配套小学,0,0,10,1
A3区惟盛园安置小区业主没有交装修押金，物业强行停水停电,0,0,10,1
A7县黄花镇合心村荷塘坪组丰国砖厂国土非法转让,0,1,3,70.0
举报A市中联重科侵占改制企业老职工利益,0,0,5,50.0
A市南山十里天池小区交房在即，但是小区正门却没有路,32,2,8,18.0
在A市入党需要家属政审材料问题的咨询,0,0,2,79.0
西地省职业技能鉴定个人网上报名系统何时开通？,3,0,6,39.0
A2区长城水郡小区安全隐患多,0,0,5,49.0
A2区木莲路C5市南路口西往北方向的红绿灯设置时间太短,0,0,8,17.0
希望A市能加强对市政工程的监督、管理和公示,1,0,9,7.0
A市金地社区还有几栋是用公共厕所,0,0,3,66.0
A市涉外经济学院寒假过年期间组织学生去工厂工作,0,0,9,6.0
A6区乾源国际广场停车场违章乱建现象严重,2,0,3,65.0
反映A2区卢富原著学区划分不合理的问题,16,0,6,34.0
希望A市政府出台解决落实退休教师各项补贴的长效办法,55,0,4,51.0
现由A7县规划的山河智能到锦泰广场的公交什么时候能开通？,5,0,3,63.0
A3区谷园路39号维也纳智好酒店有卖淫团伙,0,0,3,63.0
强烈建议提高A市直单位公积金缴存比例,4,0,3,62.0
A市学院汇泽食堂三楼装修工程款还没到位,0,0,3,62.0
A7县星沙联络线噪音污染严重超过国家标准,29,2,9,1
A2区景蓉华苑物业管理有问题,2,1,5,42.0
投诉A3区龙湖春江郦城凌晨施工严重扰民,0,0,5,42.0
A7县东六路（远大路至映霞路）路面破损不堪，严重影响行车安全,25,0,9,1
A6区月亮岛路架设高压电线环评造假，谁为民众做主,22,0,9,1
请求解决A7县圣力华苑小区房屋两证合一的问题,2,0,9,2.0
投诉A5区碧桂园南城首府二期房子漏水、外墙脱落质量不过关,21,0,9,1
反对A6区月亮岛路架设高压电线，强烈要求重启环境评估,95,2,7,17.0
A市公交车为什么不能用支付宝乘车码,14,0,9,1
请优化A市的地铁站扫码闸机性能,3,0,3,61.0
A7县文体中心乒羽中心何时能建成开放？,8,1,9,1
A市曙光南路（新建东路至南二环段）能不能增加隔离栏杆,1,0,5,41.0
希望A7县政府探索更多更公平的房屋拆迁补偿政策,7,0,9,1
A2区新建西路棚改项目迟迟未动工建设,5,0,9,1
A7县星沙一桥从早堵到晚,4,1,9,1
A市合能枫丹丽舍装修严重质价不符,3,0,9,1
举报A市地绿城际空间站的违法违规行为,3,0,9,1
请对A市中山路进行改造升级,2,0,9,1
A7县文体中心乒羽中心何时能建成开放？,1,0,9,1
A3区望麓桥公交站台附近丁字路口的红绿灯设计不合理,1,0,9,1
A市公积金新政阻断我的买房梦,1,0,9,1
反映A市恒大江湾退房退款问题,1,0,9,1
请在A3区政府附近规划地铁口,1,0,9,1
投诉A7县泉塘长城物业公司拒绝退费,1,0,9,1
为什么A市南二环等二环道路那么差？,1,0,9,1
投诉A6区润和紫郡私自在小区外墙上安装油烟管道,1,0,9,1
A4区恒大雅苑停车费高，管理也不怎样,1,0,9,1
A7县安沙镇毛塘铺共享汽车乱停乱放侵占公共停车位,1,0,9,1
A7县天华路凉塘路口南北双向左转红绿灯与人行道红绿灯互相冲突,1,0,9,1
投诉A6区润和紫郡私自在小区外墙上安装油烟管道,1,0,9,1
投诉A市保险职业学院校园一卡通捆绑消费联通卡,1,0,9,1
A7县星沙联络线桥下有人敲鼓严重影响居民休息,1,0,9,1
A市至赣州高铁对绿地海外滩二期小区影响太大了,1,0,9,1
A4区绿地海外滩小区距渝长厦高铁太近了,1,0,9,1
A市居民楼下商铺违法开饭店，相关部门违规发证,1,0,9,1
A2区2017年招聘编外合同制教师的待遇不公,0,0,9,1
A4区华夏路社区居住证明办理难,0,0,9,1
A市恒泰广场何时能办房产证,0,0,9,1
A市A6区新城国际花都第六期规划会被开发商更改吗？,0,0,9,1
A4区华章路路灯光源污染严重影响新领地小区居民生活！,0,0,9,1
投诉A市巴辛国际早教中心拖欠员工社保费用,0,0,9,1
A3区学校工会发放的钱，临时老师的发放金额为何比在编老师的少一千多？,0,0,9,1
希望有效整治A4区小区消防通道堵塞乱象,0,0,9,1
A市雅园小区C栋电梯都坏了半年了,0,0,9,1
西地省步趣网络科技有限公司是否涉嫌传销？,0,0,9,1
A3区雷锋镇师大附中民工的工资还没发,0,0,9,1
A市鑫天鑫城小区为什么不能直接供水？,0,0,9,1
请问A市万润滨江天著的全装修核价什么时候出来？,0,0,9,1
A3区洋湖三期北门不开？,0,0,9,1
西地省荣军医院多年未给员工缴纳养老保险,0,0,9,1
A5区七里香榭业主回家路上到处都是违停车辆,0,0,9,1
A市地铁手机app为什么不能不能直接充值,0,0,9,1
投诉A7县泉塘长城物业公司拒绝退费,0,0,9,1
为什么不可以在网上给城乡居民医保缴费？,0,0,9,1
A市汽车南站过渡站售票窗口只收现金，很不方便,0,0,9,1
A3区中海国际社区幼儿园无法满足实龄幼儿就读需求,0,0,9,1
A市福晟兴汝金城二期质量未达标就交房！,0,0,9,1
A6区润和紫郡鲲鹏物业太差,0,0,9,1
A市黄花机场附近新楼盘“和泓桃李春风”规划合理吗,0,0,9,1
A3区公办幼儿园突然要拆迁了，我小孩就要没书读了,0,0,9,1
关于A市808公交车按照原线路行车的建议,0,0,9,1
A市职业技术学院对发放国家奖助学金一事一拖再拖,0,0,9,1
A市文昌阁地铁站施工到凌晨，好痛苦,0,0,9,1
请求帮忙解决A市恒大国际广场退房的问题,0,0,9,1
建议A7县泉塘街道增设高杆灯完善照明,0,0,9,1
A市绿地城际空间站严重误导消费者,0,0,9,1
A9市龚家桥小区楼下的夜宵店扰民严重,0,0,9,1
A7县领东汇小区的非法住改商麻将馆噪音扰民,0,0,9,1
A7县中南汽车世界社区乱象丛生,0,0,9,1
A市雷锋镇真人桥村拆迁安置不合理,0,0,9,1
A市十方尚品美术培训机构收费贵,0,1,9,1
请求解决A2区西文庙坪粮食局宿舍房屋漏水问题,0,0,9,1
反映A4区金鹰小学生上学交通问题,0,0,9,1
A市口腔医院装修怎么还没完成,0,0,9,1
A市雅礼中学和大华宾馆之间施工噪音扰民,0,0,9,1
A8县市白马桥街道坑坑洼洼的龙江路严重影响居民生活多年,0,0,9,1
投诉A市恒大文化旅游城迟迟不退款,0,0,9,1
A7县电建星湖湾高层楼盘存在捂盘现象,0,0,9,1
A6区润和又一城九栋有人在楼内开餐厅,0,0,9,1
反映A5区井圭路农贸市场的诸多问题,0,0,9,1
A市雅居乐花园房屋外墙有渗水问题,0,0,9,1
恳求帮助解决A市奥克斯缔壹城连廊的安全隐患,0,6,9,1
A市五矿万境K9县负一楼面积缩水,0,0,9,1
请问A7县圣力华苑一房两证何时可以合并,0,0,9,1
A4区万国城3期附近不分昼夜施工,0,0,9,1
A市理工大学连续查寝影响学生正常生活,0,0,9,1
咨询A2区修地铁拆迁补偿标准问题,0,0,9,1
在A市雅礼中学和大华宾馆之间的工地每晚噪音扰民,0,0,9,1
A3区青山新村社区公共消防通道被人装烟道,0,0,9,1
A4区陈家湖社区公共停车位被占了,0,0,9,1
请A市加紧处理“湖楚财富”涉嫌诈骗一案,0,0,9,1
咨询A3区旭辉藏郡小区业主小孩的读书问题,0,0,9,1
请求拆除A7县春华镇武塘村文化组非法违章建筑,0,0,9,1
A市地铁可不可以增加扫码闸口,7,0,6,30.0
反映西地省高速公路2018年招聘收费员工资待遇问题,3,0,4,50.0
A市桂花二村十四栋楼下垃圾站晚上工作太吵,1,0,3,60.0
A2区青园派出所电话总是无人接听,0,0,3,60.0
关于A6区美的翰城精装房的投诉,0,0,4,50.0
关于外籍人员办理签证事宜过程中的困难,4,0,7,20.0
A市麦芒国际小区教育问题的困扰,1,0,6,30.0
A市金地自在城七期交房在即，物业费为何比前期都贵？,0,0,2,69.0
请解决A7县华广大厦购房合同天然气纠纷,2,0,8,9.0
带着情怀提升A市规划建设水平，带动经济发展,2,0,8,9.0
反映A1区“鑫楚佳园”小区的乱象和隐患,5,0,5,38.0
A市中南林业科技大学西园三供一业改造让我家成了水帘洞,0,0,4,48.0
A3区金晖优步花园精装价格虚高，配套不落实,9,0,4,47.0
A市河西附近的宾馆赌博问题严重,0,0,6,27.0
A3区泉水湖村莲花组村民没水喝的问题请求解决,0,0,4,46.0
A7县特立路与东四路口晚高峰太堵，建议调整信号灯配时,0,0,4,45.0
A市财富名园小区缺少良好的教育配套,12,0,5,34.0
请问A7县楚郡未来实验学校19年秋季提高四年级学生学费是否违规？,4,0,4,44.0
A2区余易贷P2P诈骗平台跑路迹象明显！,6,0,6,24.0
A市X205路公交车不开空调,1,0,6,24.0
A7县星沙尚都花园城7栋2楼星骑士清吧驻唱严重扰民,1,0,2,63.0
西地省大学天马学生公寓宿舍楼里面的消防逃生出口被反锁,0,0,2,63.0
A7县九木村车上组500kv高压线与我房屋水平距离仅5米,0,0,2,63.0
A市南郡明珠业主8年了都没有房产证,0,0,4,43.0
举报A市楚江世纪城达江苑的传销窝点，为什么一直不去查处？,3,0,6,23.0
A市市政建设开发有限公司对广铁职工住宅项目的操作合法吗？,0,0,6,23.0
A4区怡然翠园退房事件怎么处理？,0,0,7,13.0
A市燃星奥体健身房非法诈骗集资跑路,8,1,3,52.0
A市能不能放宽下首套房购房的限制,1,0,7,12.0
请解决A市双水湾小区居民的出行问题,1,0,8,2.0
A市公立医院管理服务中心办事现场秩序混乱,8,0,3,51.0
A7县泉塘街道泉星生鲜市场装修工程没有公开招标,15,0,8,1
二问A8县灰汤镇新风村至J5县村道路坑洼存安全隐患整改,5,1,3,51.0
举报A4区楚雅路拆迁办威胁恐吓老百姓,11,0,8,1
关于A6区月亮岛路沿线架设110KV高压电线杆的投诉,10,0,8,1
A市社保卡办理能否加快速度,3,0,4,41.0
A市尚德机构涉嫌欺诈，拒绝退费,8,0,8,1
关于A市财富名园小区相关设施建设的建议,6,0,8,1
A市梅溪正荣府停工半年，面临烂尾风险,2,0,6,21.0
反映A5区翡翠云天小区配套幼儿园回收过程中的问题,5,0,8,1
投诉西地省名未集团长期拖欠员工工资,5,2,8,1
A市所有协管员的心声！,35,0,3,49.0
反映A7县深业睿城到松雅中学204公交车的两点问题,4,0,8,1
A5区左家塘街道办事处不按规定执行上级文件要求,0,0,6,21.0
A2区兴汝金城二期开发商将电表箱装在业主门口，有安全隐患！,3,0,8,1
A3区南山十里天池（南麓苑）楼盘交付存在问题,3,0,8,1
A6区一中改扩建项目什么时候可以开始施工？,3,0,8,1
反映A7县漓楚路和小塘路交汇处无高杆灯问题,3,0,8,1
A7县利保香槟国际协同中介公司违规收取业主服务费,2,0,8,1
A7县泉塘中国铁建国际城一期南门摆摊的越来越多,2,0,8,1
A7县星沙违建之风盛行无人管,2,0,8,1
A6区河东丁字湾区域有无规划三甲医院,2,0,8,1
三问A6区景城苑小区的问题何时能得到解决,2,0,8,1
A3区观沙岭街道茶子山村安置的返租房何时能建好？,2,0,8,1
给A7县星沙部分路口交通指示标识的建议,2,0,8,1
星沙X215路车好难等,1,0,8,1
咨询A7县X204路延长线路事项,1,0,8,1
A市地铁、磁浮什么时候可以使用扫码乘车码,1,0,8,1
A市139区间线停运，周边居民出行很不方便,1,0,8,1
对A市625新政中的二套房限购的建议,1,0,8,1
反映从A7县深业睿城到松雅中学204公交车的两点问题,1,0,8,1
A市新东方建筑公司云顶梅溪湖项目部拖欠民工工资,1,0,8,1
长株潭城际铁路再次停运，请尽快恢复,1,0,8,1
A7县黄花机场东扩3跑道何时建？,1,0,8,1
A7县楚龙兆远二手车行欺骗消费者，态度恶劣,1,0,8,1
A市绕城高速两旁50米内防护绿地带违规建生态停车场,1,0,8,1
反映A6区丁字湾的雅礼丁姜学校小学部建设问题,0,0,8,1
A市温斯顿英语世纪金源校区还没退费给我,0,0,8,1
A市万科魅力之城楼板和墙面开裂，请政府管一管吧,0,0,8,1
举报迅畅（西地省）交通信息科技服务有限公司拖欠工资,0,0,8,1
A3区青山新村社区一消防通道破墙架设油烟管道持续半年扰民,0,0,8,1
举报A3区晟通牡丹舸物业擅自提高物业收费标准,0,0,8,1
第三次诚请硬化A7县北山镇新桥社区烟包山边界村组道路,0,1,8,1
A7县家和院1288个地下车位转让给非本小区业主是否合法,0,0,8,1
A3区牡丹舸小区物业费不按审批价收取,0,0,8,1
A4区广福园小区蓝岛KTV噪音扰民得不到解决,0,0,8,1
A5区绿雅园小区全体业主关于出行困难的诉求,0,0,8,1
A市雅礼中学上课环境差，太热！,0,0,8,1
A4区的植基路为什么一直是断头路？,0,0,8,1
A7县万家丽北路楚龙街道长期拥堵问题求解决,0,0,8,1
投诉A市天麓尚层物业私自变更小区规划,0,0,8,1
A市家和苑到底何时能发房产证,0,0,8,1
请为A3区天顶街道尖山社区的弱势群体做主,0,0,8,1
A2区荣盛花语书苑半夜施工，影响小孩睡眠,0,0,8,1
请关注A4区幸福桥社区的棚改问题,0,0,8,1
A6区二中要求学生提前到校补课,0,0,8,1
举报A7县星沙镇星沙派小区有建筑物与备案竣工验收图不符,0,0,8,1
A6区茜茜美甲店欺骗消费者,0,0,8,1
A7县碧桂园星城首府精装变“惊装”,0,0,8,1
A市尚心海悦楼盘精装变“惊”装，质价严重不符,0,0,8,1
请加快对A市不合规网约车的治理！,0,1,8,1
A1区解放东路49号一楼住改商,0,0,8,1
请求公开A1区东成大厦申报建设成本资料,0,0,8,1
投诉A4区沙坪街道卫生服务中心工程项目拖欠工资,0,0,8,1
A6区中粮鸿云房屋采光有严重问题,0,0,8,1
再问A7县东方航标后续发展的相关问题,0,0,8,1
A市高铁南站的出租车司机用假钱,0,0,8,1
A5区万家丽中路泰禹家园住改商改成麻将馆，深夜麻将扰民无人管,0,0,8,1
A市庆和里路、太平路的问题何时能解决，投诉好多次了,0,0,8,1
带着情怀提升A市规划建设水平，带动经济发展,0,0,8,1
反映A2区天悦和苑有关问题,0,0,8,1
为什么A3区奥克斯洋湖城市广场的停车场不准停车,0,0,8,1
A3区中建梅溪湖中心9栋一群租房装修有安全隐患,0,0,8,1
关于A市公安局A4区分局不受理信访事项告知书的回复,0,0,8,1
能不能在A3区麓山国际实验小学附近建个天桥,0,0,8,1
A市买房居住创业限制条件多,0,0,8,1
请政府救救广铁集团的职工吧,0,0,8,1
A市万科金域蓝湾商铺烟道装在住户窗口这种做法合理合法吗,0,0,8,1
A市加快招商引资方面有何具体行动？,0,0,8,1
请拆除A2区金线街40号的违章建筑,0,0,8,1
A2区富绿新村的建筑结构施工何时能了,0,0,8,1
西地省舍阿房地产公司虚假宣传，给小区业主带来了生活困扰,0,0,8,1
A市很多驾校有违规收取求职者押金的行为,0,0,8,1
A3区银盆岭大桥旁滨江市集酒吧噪声扰民,0,0,8,1
A4区A9市河幼儿园强制收取门禁卡费,0,0,8,1
建议优化A5区时代阳光大道与联圭路交叉路口,0,0,8,1
关于A市杨山家立交桥改造的建议,0,0,8,1
A市保利麓谷林语小区门口修地铁凌晨2、3点还在修，声音巨大,0,0,8,1
A市美的翰城小区装修质量与价格严重不符,0,0,8,1
A1区西学巷东文庙坪附近施工，噪音很大,0,0,8,1
A市书院路在水一方大厦烂尾,0,0,8,1
A3区实验中学组织学生有偿高价补习,0,0,8,1
A5区左家塘街道快宝驿站无证经营,0,0,8,1
A3区雷峰大道A3区段沿线违停严重,0,0,8,1
A市理工大学为迎接领导检查，严重影响学生生活,0,1,8,1
请求公开A1区东成大厦申报建设成本资料,0,0,8,1
A7县星沙中贸城欺诈业主、不退还业主购房资金,0,0,8,1
A3区谷苑路与A市绕城高速交汇桥下积,0,0,8,1
A4区天健盛世A1区三期，每天施工到深夜,0,0,8,1
A7县松雅小区D区马路市场问题何时得以解决,0,0,8,1
A市能否设立南塘城轨公交站？,0,0,8,1
A市九九社区联盟利用微信非法集资,0,0,8,1
A2区天悦幼儿园教师的流动性太大了,0,0,8,1
咨询A市办理社保卡问题,0,0,8,1
