赞成数,反对数,留言数,持续时长,问题描述
0,0,2,3.0,A3区枫林三路向日葵旁边工地一直存在凌晨施工扰民的情况
0,0,1,1,A市A5区梓园路紫金苑当街门面餐饮废气扰民！
26,0,1,1,A3区梅溪湖街道的杨美公园建电站，合理吗？
4,8,1,1,西地省金融中心的楚江基金小镇能否对外开放？
0,0,1,1,A市中意一路与汇金路之间路段）人行绿化带脏乱差
0,0,1,1,A市地铁二号线上广告直接贴在站址信息下面
0,2,1,1,A3区教师村小区盼望早日安装电梯
2,0,1,1,A市长房云时代13栋房屋有质量问题
0,0,1,1,A市高心巴比仑幼儿园无证办学十年了，有没有人管！
0,0,1,1,A市航中城社区自5月5日起连续数天早晚停水
8,2,1,1,A7县时代星城小区物业公司向业主收取不合理的物业费！
0,0,1,1,A市福晟兴汝金城二期质量未达标就交房！
0,0,2,47.0,A3区天麓尚层小区附近雷峰大道上夜间渣土车扰民
0,0,1,1,A市黎郡新宇康景园租金突然翻倍的涨！
0,0,1,1,A市古汉城邮政小区M区多次违规停水！
0,0,1,1,关于在A市工作想买房社保不能补交的咨询
2,0,2,1,投诉A7县泉塘长城物业公司拒绝退费
0,0,1,1,建议A市楚府路高架通车之后实施单双号限行
2,0,1,1,A4区恒大雅苑停车费高，管理也不怎样
0,0,1,1,A4区东风路下大拢182号机电宿舍想装天然气
0,0,1,1,西地省应用技术学院西校区宿舍楼饮水不便
4,0,2,72.0,咨询A市潇楚卡发放有关问题
2,0,1,1,A市三一大道省高管局至对面海底世界应设置人行天桥
0,0,1,1,请问A市地铁有禁止饮食的明文规定吗？
0,0,3,12.0,请解决A市彩虹都物业纠纷案子久拖未判决的问题
0,0,1,1,A7县星沙镇架子搭建4个月了，没有工人施工
0,0,1,1,在A市从事交通事故车痕鉴定工作有资质要求不
0,0,3,295.0,请督促A市中院按诉讼程序开庭、尽快判决
2,0,1,1,请加快A市大王山世界旅游度假地建设力度
0,0,3,121.0,投诉A市巴辛国际早教中心拖欠员工社保费用
0,4,2,3.0,西地省有色地质勘查局二一七队西外环家属区内宿舍楼经常往楼下扔垃圾
0,0,1,1,A3区洋湖三期北门不开？
6,0,1,1,A2区怡海星城附近能不能增加一些公交车
0,0,2,3.0,A3区建工象山国际楼盘经常开工到深夜凌晨
0,0,1,1,A6区红旺市场九九鸭霸王在门前街道上摆设桌椅，很扰民
0,0,2,55.0,A市银盆岭大桥东引桥需要考虑分流
0,0,1,1,A市长大彩虹都物业何时入驻？
0,0,3,117.0,A市光蓝雍景阁2栋电梯经常坏
0,0,1,1,A5区洞井街道华坤时代广场19楼有公司非法集资
0,0,2,9.0,A4区恒泰楚壹府工地施工扰民！
56,0,1,1,A市博才长房云时代小学迟迟不开学，上万业主心急如焚
0,0,1,1,希望A2区富兴嘉城有一所普惠制幼儿园
0,4,1,1,A7县松雅小区停车难问题由来已久
0,0,1,1,A市梅溪鑫苑名家旁边的麓山国际梅溪湖学校啥时候开学？
0,0,1,1,A6区郭亮路望建大厦工地夜间施工扰民
0,0,1,1,A市松桂园周边应建设分流路网
0,0,1,1,A7县高桥镇百录村村民盼望已久的水泥路在哪？
4,0,1,1,A市公共交通系统要开发多少个支付系统
2,0,1,1,A7县万家丽路世景华庭西北门违规摆摊
0,0,1,1,C3县石潭镇涟水河电鱼船不断
2,0,1,1,建议A市210路公交车早上开空调
0,0,1,1,A5区嘉华地产汇金期三期电梯存在质量问题
0,0,1,1,A7县星沙尚都花园城7栋2楼星骑士清吧驻唱严重扰民
6,0,2,1.0,A7县泉塘街道橄榄城违建的事一直得不到解决
12,0,1,1,A市理工大学城南学院金融学今年学费怎么涨了2000元？
0,0,2,4.0,A7县楚龙街道楚瑞家园小区白蚁防治治标不治本
0,0,1,1,建议调整长郡A9市实验学校小学部的课后服务时间
0,0,1,1,A5区华悦城物业连续无故强制断水
12,0,3,106.0,希望A市真正的实现楚行一卡通
0,0,1,1,A市南站安排无证学生进行安检工作
0,0,1,1,A1区东岸锦城A、B区交界处的多家铝合金门窗加工店发出刺耳的切割声
0,0,1,1,A1区定王台派出所边上危房存在安全隐患
2,2,2,1.0,询问A7县楚龙街道拆迁的问题
0,0,2,145.0,A市火车南站东广场公交站怎么能不设置遮阳遮雨棚呢？
8,0,3,71.0,A市梅溪湖梅岭国际配套幼儿园要拖延到何时？
0,0,1,1,A2区港子河公园及周边绿化带架设高压线，影响居民生命安全
0,0,1,1,A市潇楚南路左转联丰路红绿灯时长不合理
0,0,2,122.0,A4区荷花池停车位的地锁合规吗
8,0,1,1,A7县星沙众鑫建材市场未经业主同意，私自违法安装门禁乱收费
0,0,1,1,有项目无资金能在A市创业么？
6,0,1,1,西地省师大附中体罚学生导致我儿截瘫，毁我全家
0,0,1,1,A市鑫维向信息科技有限公司的会议营销存在欺诈
34,0,2,192.0,A市社保局12333电话为什么一直没人接？
0,0,1,1,A市长郡双语至解放西路能够增加公交车线路吗？
0,0,1,1,反映A6区河东的一些交通问题
0,0,1,1,A3区麓山南路西地省大学附近的树木有点挡道
3524,10,2,167.0,反映A市金毛湾配套入学的问题
0,0,1,1,A1区望龙路南延线会不会跨过A9市河
4,0,1,1,A2区港子河路（暮云段）3年多了还未彻底完工
0,0,1,1,A市茂楚企业管理有限公司违法施工，将居民出入道路围堵
0,0,2,34.0,中国工商银行金融培训学校A6区校区油烟扰民
0,0,1,1,A市盛长上东区房子有质量问题
0,0,1,1,A市人华影视孵化器有限公司老板拖欠职工工资
2,0,2,7.0,请A3区观沙岭街道公开调查结果
0,4,1,1,A市橘子洲景区服务不体恤百姓
6,0,1,1,A8县市喜盈门范程商铺合同违约，请求主持公道！
6,0,2,209.0,A7县第三中学通知在国庆节假期后采取补课措施，还要收取补课费
0,0,1,1,A市地铁4号线粟塘站施工混乱
0,0,2,1.0,A市魏家坡小区脏乱差
2,0,1,1,A市云开壹品禹泰越玺楼盘没有诚信，预售证欺骗消费者
10,0,4,197.0,反映3号线星沙问题中心站点出口设置问题
0,0,1,1,投诉A市中欣楚天熙苑不履行产权车位协议
0,0,1,1,A3区金茂房地产施工队长期半夜施工噪音扰民
42,2,2,2.0,请解决A7县松雅湖烂尾问题
42,4,2,11.0,A7县金贸路什么时候拓宽并白改黑？
0,0,1,1,对A3区银双路、楚岳路交汇路口交通环境的意见
8,2,1,1,希望A市土城社区早日回复谷山庭院14栋办公用房的问题
0,0,1,1,希望A市能加快出租车改革
2,0,1,1,A7县楚龙街道南塘路交通状况整治问题
4,2,2,3.0,反映A市青园街道临聘人员加班费用的问题
0,0,1,1,A7县星沙供水公司噪音影响周边居民睡眠
0,0,1,1,A市外国语学校周日收费补课
2,0,3,91.0,A4区新河生鲜农贸市场内提质改造后有问题
8,0,1,1,A7县小塘路还修吗？
0,0,1,1,在A5区职教城怎么收寄信！
0,0,1,1,A市城管人员在执法过程中对待群众言语粗暴、态度恶劣
0,0,1,1,请督促A市中南大学楚雅附二医院退还医保款
0,8,2,59.0,A1区蓉芙华天酒店二楼楚水源足浴非法经营涉黄项目
0,0,1,1,A5区七里香榭业主回家路上到处都是违停车辆
10,0,3,90.0,长株潭城际铁路运营之殇
0,0,1,1,投诉A市创世纪广场不履行购房合约！
0,0,1,1,A市居民买房，入住后却遭开发商组织涉黑人员恐吓
0,0,1,1,“A市财富名园空地多年”一帖回复后，开发商毫无动静
0,0,3,1.0,A市经开区城北污水厂内项目有消防栓布局不合理
0,0,1,1,反映A7县国防科大征地拆迁问题
0,0,3,164.0,希望长株潭城铁C9174能在麓谷站停靠
0,2,1,1,A7县路口镇新镇区项目为何依旧没有任何动工迹象
4,0,2,37.0,A市学院拖欠农民工工资三年，校领导答应付款又以没钱为由踢皮球
0,0,1,1,A市民身份证丢失该如何查询身份证号码？
0,0,1,1,A1区新桥小区杂物做饭何时休
0,0,1,1,A市四方坪商贸城A7到A9栋卖小菜商家每天大早就试用高音喇叭卖菜
0,0,1,1,A市周楠中学饱受别墅装修噪音之苦
0,0,1,1,A市超标电动车可以上临时牌吗？
0,0,1,1,A6区熙庭原著烂尾楼为什么还允许它不限购，坑害老百姓
0,0,1,1,A1区东方新城H4栋烤面筋店油烟扰民
8,0,1,1,A7县新长海车库漏水什么时候可以停止！
0,2,2,2.0,A7县泉塘第三小学大放广播扰民
0,0,1,1,A4区东风一村50栋东面外墙排水管老化堵塞，外墙渗水至室内
22,0,2,2.0,反映西地省卫健委职称评审认可期刊问题
0,0,1,1,A2区212路车时常出现半小时不发车的情况
0,0,1,1,请落实潜江至韶关输气管道A9市段农田临时租赁后的恢复工作
0,2,1,1,A市2019体育中考不公平
2,0,2,3.0,请A市重视物价过快上涨的问题
0,0,1,1,向领导报告A6区乌山镇乌山村马龙口组八户遗留村民进行代征收事宜
0,0,2,21.0,请A市加快大气污染蓝天保卫战环保力度
0,0,1,1,请A市有关部门检查非法营运的大巴车
2,2,1,1,A2区暮云复绿工程为什么一年多一直在填渣土
2,2,1,1,A6区红旺大市场内ktv无证经营，严重扰民
0,0,3,190.0,申请将A市香樟路168号楚樟家园小区纳入提质改造
0,0,1,1,A7县黄兴镇海吉星家禽批发市场无证经营
0,0,1,1,还A市民一片绿地，谁有权在公园肆意毁草地建私家停车位
64,0,5,173.0,请问A市汽车南站何时会完工投入使用？
10,0,1,1,A市地铁一号线北延线什么时候开工
0,0,1,1,A3区洋湖湿地附近空域飞机轰鸣声打扰学生学习
0,0,1,1,A市钰龙国际三楼高米早教将三楼的露天平台建设成幼儿运动场
2,0,1,1,反映A7县泉塘星城国际小区所有消防专用通道被占用的问题
0,0,1,1,A2区云塘社区龙湾小学旁的垃圾中转站污染环境
0,0,1,1,友阿奥特莱斯地下车库为何连中型SUV都限高？还不做限高标识
0,0,1,1,申请给A7县黄花镇大兴村增加安装道路隔音板
2,0,4,201.0,A5区洞井街道鄱阳社区农民安置房存在手续不全等问题
0,0,2,1.0,咨询A7县农民自留地征收标准及村组集体用地征收费用划分问题
0,0,1,1,希望A市315路车能恢复之前的运营路线
0,0,1,1,夏天到了，请求A市相关部门告知蚊虫防治方法
0,0,2,8.0,A7县板仓路星沙文化公园东南门的广场舞很吵
0,0,1,1,A市恒大江湾二期虚假宣传，制定合同霸王条款
0,0,1,1,西地省中医药高等专科学校云龙校区什么时候才能建好？
0,0,1,1,我觉得长株潭101公交站点的选址不合理
0,0,1,1,A2区晏家塘老旧小区楼顶垃圾成堆
2,0,1,1,恳请解决A3区银双路金色山庄市民生活用水问题
0,0,2,1,A市A1区万国城新建养老院是否存在违规
0,0,1,1,投诉A市新华梦联想城物业未经业主同意强行开启南侧门
2,0,1,1,反映A市恒大江湾退房退款问题
0,0,1,1,A市水木兰庭小区西门停车一直都是脏乱差
0,0,1,1,A7县江背镇朱家桥社区工厂夜间焚烧工业垃圾存在很多年了
0,0,2,1.0,A8县双凫铺碎石场不顾反对强行开建
2,0,2,2.0,A1区A2区华庭自来水好大一股霉味
0,2,1,1,A5区井湾子机械化小区会拆迁或者改造吗？
2,0,2,2.0,请解决A市双水湾小区居民的出行问题
66,0,6,17.0,A市经开区泉星公园项目规划需优化
0,0,1,1,中国水建电设集团房地产公司写字楼当公寓卖
0,0,1,1,希望A市政府加快建立失能人员护理保险福利制度
0,0,1,1,请取缔A9市永安镇水山村得黑心污染企业
2,0,1,1,A7县星沙大道中粮可口可乐车辆违规装载气瓶
132,0,2,108.0,A市三一大道全线快速化改造何时启动？
0,0,4,190.0,A市文昌阁地铁站施工到凌晨，好痛苦
0,0,1,1,关于在A市骑摩托车相关问题的咨询
0,0,1,1,A4区双拥街科大北苑路段没有路灯
2,0,1,1,A市A6区才子城开发商公然恐吓业主
2,2,4,162.0,A市能不能提高医疗门诊报销范畴
10,2,2,18.0,第三次诚请硬化A7县北山镇新桥社区烟包山边界村组道路
4,0,1,1,A市A5区沙子塘工商所在受理消费维权中偏袒卖家
0,0,2,39.0,再次反映A市兴和社区廉租房漏水导致电路起火的问题
2,2,4,251.0,已在A市缴纳社保，如何落户
0,0,1,1,A市高新区金南家园三期工地频繁通宵施工，噪音严重扰民
4,0,2,97.0,A7县第二医院和市中心医院为病人做手术未通知其家属
0,0,1,1,A市A1区万国城3期有业主未经同意住改商
0,0,1,1,A4区青竹湖镇霞凝社区立信实验学校门口拥堵严重
0,0,1,1,A市建楚新村居民为一辆大型货车苦恼
0,2,1,1,A7县林美水郡全体业主的公共场所被私人霸占
0,0,1,1,投诉A市左家塘税务局违规征税
0,0,1,1,A6区顺舟旺城在建楼盘夜间施工扰民长达六七个月
0,0,1,1,投诉A市峰之尚物业不给员工买保险
0,0,1,1,A6区金地自在城，请退回我的诚意金
0,0,1,1,请给A4区山语城3期的业主修路
4,0,1,1,A7县开元东路196号东方航标负二楼长期泡在水中，何时能改善？
2,2,3,144.0,A市A3区杜鹃路奥克斯缔壹城违规违建何时拆除？
0,0,2,13.0,A市杏林小区旁有一处工地半夜施工扰民
0,0,1,1,A7县供销社原A市泰阳商城丢失员工党员档案
26,0,3,93.0,三问A6区景城苑小区的问题何时能得到解决
0,0,1,1,建议A市修复西地省和平解放条文签定地，打造红色旅游名片
4,0,1,1,请协调A市375路公交车增停福元路洪山路口站，并增设过街天桥一座
0,0,1,1,A3区裕民小区夜宵扰民，占用公共车位以及公共面积
0,0,1,1,A市汇金城三期精装房出现了起泡房和洞洞房
0,0,1,1,西地省建六公司五处危房无人问津
0,0,1,1,A5区锦绣世家排水不畅，经常厨房主水管堵塞
0,0,1,1,关于A市农村户口学龄儿童就近入学问题的咨询
0,0,1,1,A2区旭辉时代花园在全装修政策发布期间定价高于毛坯价的15%
0,0,1,1,A4区A9市河路口地金园小区前坪的健身舞蹈噪音很吵
0,0,1,1,咨询A2区修地铁拆迁补偿标准问题
12,0,2,159.0,A市恒泰广场何时能办房产证
0,0,1,1,对A8县市直田眼科医院非法套取医保一事的处罚是不是太轻了
0,0,1,1,请修复A1区古曲路和远大路交叉口人行横道
6,0,2,1,判决书已生效，多次去到A2区法院都无法立案
0,0,1,1,A3区高心麓城芭比罗幼儿园还在办学
0,0,1,1,A市禹泰云开一品越玺何时交房？
0,0,1,1,A3区谷山庭院3期16栋3号电梯故障近一个月？
0,0,1,1,A市克拉美丽山庄二期护坡太高太陡，存在重大安全隐患
0,0,1,1,建议A市A3区书院取消门票收费
0,0,2,32.0,A市金麓小区作为市保障房小区存在违建等问题
0,0,1,1,A7县星沙泉塘安置小区公共停车位被私装地锁
2,0,1,1,A4区周楠中学旁铁路火车刹车噪音严重扰民！
0,0,1,1,A2区大托村下石屋场的废气鱼塘杂草丛生，恶臭不止
0,0,1,1,A市望月湖小区麓山雅苑消防通道被堵
10,0,1,1,A4区秀峰街道植基路各种乱象何时除？
0,0,1,1,A1区中联重科退休员工独生子女优待金何时能兑现？
8,0,1,1,A7县星沙时代星城内摆摊设点情况严重
2,0,1,1,投诉A4区辉旭地产非法施工的问题
0,2,1,1,妻子公派国外访学，我能否申请出国探亲假？
0,0,1,1,A5区唐祥电器市场到底何时提质改造
8,0,3,237.0,长株潭的两轨进展如何？什么时候动工？
2,0,1,1,星沙X215路车好难等
0,0,1,1,A3区银盆岭大桥怎么隔三岔五就修路？
2,2,1,1,A市赤岭路（A1区路-新建西路）可以改单行线吗？
0,0,2,100.0,A市北辰三角洲c2区3栋02户型和04户型入户门设计不合理
0,0,1,1,A4区A9市河隧道大量违规搅拌罐车极度扰民
0,0,1,1,A7县楚绣城c1栋新疆羊肉串太吵了
0,0,2,227.0,西地省今年的执业药师继续教育问题不断
0,0,2,1,对A市参保记录的几点疑问
0,0,1,1,A1区远大路红旗路口到A7县东四路口段归谁?
0,0,1,1,A8县人民医院旁一废品收购站污染严重
0,0,1,1,被西地省A8县三一重工违规开除的老员工维权
0,0,2,125.0,请关注A4区幸福桥社区的棚改问题
0,0,2,74.0,A7县海伦春天的购房贷款怎么还没有任何进度
0,0,1,1,投诉A5区西地省摩中金慕贸易有限公司非法融资
0,0,2,239.0,投诉A市麓谷小镇物业违规出售人防车位
0,0,2,91.0,反映A3区西雅博才小学收费的问题
0,0,1,1,A7县东方一品小区业主违法圈占公共绿化地，请查处
0,0,1,1,A市爱心卡可以刷地铁吗
0,0,1,1,咨询外地户口小孩在A市读书及三一众智新城规划的问题
0,0,2,1,省直机关第一幼儿园要求家长搞卫生
0,0,1,1,咨询A市人才新政住房补贴申请的问题
0,0,1,1,对A市城市轨道交通的一点建议
0,0,1,1,A市加油，共同努力——强烈建议对机场高速进行提质改造
